gene_name	chr	tss	tse	gene_type	pLI	familyMemberCount	ncRVIS	ncGERP	RVIS_percentile	slr_dnds	GDI	gene_age
DOCK11	X	117629871	117820123	protein_coding	0.9998853802	3	-0.1086055735	1.98467681	47.2576079264	0.05866	409.41373	0
GPX8	5	54455945	54463129	protein_coding	0.0165821688	7	-0.1981955182	0.139301168	53.1906109932	0.1703	3.57258	0
BECN1	17	40962149	40975897	protein_coding	0.9977750073	0	-0.4693875954	1.329222299	39.9504600142	0.03259	28.42549	0
EP400NL	12	132568827	132610885	protein_coding	0.0822399176	0	-0.1086055735	-0.017506499	50.0117952347	0.2308	506.16871	8
KCNF1	2	11052062	11054351	protein_coding	0.463223291	20	-0.1086055735	0.366191039	35.7454588346	0.009077	5.08322	0
SPON2	4	1160720	1166657	protein_coding	6.71399722682457E-07	0	-0.1086055735	-0.017506499	50.0117952347	0.06078	780.81347	0
SPO11	20	55904830	55919049	protein_coding	0.0012123492	0	-0.1376261435	-1.155123609	78.4619013918	0.1463	55.96155	0
G6PD	X	153759604	153775233	protein_coding	0.9472081464	1	-0.1086055735	-0.017506499	50.0117952347	0.04589	506.24881	0
FAM162B	6	117073359	117086886	protein_coding	0.0036309243	0	-0.4994878862	-0.628722177	50.0117952347	0.4265	527.11681	5
FLNB	3	57994126	58157982	protein_coding	0.006438076	2	-0.1086055735	0.265766194	3.9396083982	0.04729	1028.35714	0
SRCAP	16	30710461	30751450	protein_coding	0.9999999921	0	-0.3829116897	2.788837234	0.1533380514	0.2043	438.0956	0
FKBP15	9	115927799	115983641	protein_coding	1.38877278779504E-06	0	-0.2349033058	0.782211302	67.5395140363	0.3154	4394.82714	0
TMEM2	9	74298281	74383800	protein_coding	4.40879788263226E-08	1	1.4427477328	1.181383747	22.8414720453	0.1577	5982.23661	0
SEMA3E	7	82993221	83270747	protein_coding	0.0123603524	11	2.2378395399	-0.119724561	12.4852559566	0.1495	1048.49469	0
KIFAP3	1	169890469	170038056	protein_coding	0.0006594001	0	0.1007204254	0.718892949	33.2035857514	0.03972	63.80856	0
CERS6	2	169312758	169631644	protein_coding	0.5447143677	5	-0.7897777556	0.769936615	68.2708185893	0.1443	125.72577	0
MRFAP1L1	4	6709428	6711606	protein_coding	0.0525799188	1	0.6837943266	-0.624534927	62.7388535032	0.1375	42.65034	5
MVP	16	29841835	29859360	protein_coding	0.0195616545	0	0.1761232994	-0.573425293	12.0547298891	0.08153	340.52664	0
STX4	16	31044811	31051488	protein_coding	0.0021439484	6	-0.4218676354	1.402346082	18.4418494928	0.06131	29.98664	0
SCAPER	15	76640526	77154285	protein_coding	0.181476753	0	0.4997242348	0.669072215	84.1766926162	0.2027	5691.45688	0
EIF4ENIF1	22	31835344	31885547	protein_coding	0.9989841702	0	-0.1086055735	1.844755921	8.8995046001	0.1086	113.80534	0
TRPV5	7	142605266	142630820	protein_coding	0.000000006	5	0.3986806004	-0.693665506	52.3177636235	0.138	705.18817	2
SLCO1A2	12	21417533	21487832	protein_coding	1.65714544096618E-14	9	4.6813376253	-0.175484253	30.8209483369	0.2803	726.90561	2
RNF133	7	122337765	122339208	protein_coding	0.063938775	6	-0.0785506517	0.977560304	86.6477942911	0.3428	178.62505	2
PIK3C2A	11	17108123	17191354	protein_coding	0.1102704666	1	-1.4994245388	1.557666646	3.7154989384	0.1523	815.51268	0
KRT86	12	52695648	52702947	protein_coding	0.0010235719	1	0.8026671013	-0.009622921	50.0117952347	0.03116	332.90162	2
ZER1	9	131492066	131534213	protein_coding	0.9975837999	2	-0.4493528434	0.899442355	8.7520641661	0.01223	36.51994	0
TIMM17A	1	201924618	201939789	protein_coding	0.1908191589	1	-0.2172873019	0.148033866	59.7605567351	0.03469	507.9116	0
UBQLN2	X	56590025	56593443	protein_coding	0.7818107988	3	-0.7975914994	2.377670134	28.6329322954	0.08735	9.43842	5
COL2A1	12	48366747	48398285	protein_coding	0.999999896	8	0.1703149285	2.701494373	2.2057088936	0.1043	2337.43468	0
BZW2	7	16685758	16746148	protein_coding	0.9935094135	1	-0.094537216	1.521131243	26.5333805143	0.01514	1412.98537	0
RIOK2	5	96502449	96519005	protein_coding	0.003522791	0	1.0006733624	-0.743499431	91.6135881104	0.2483	3638.14552	0
ZNF556	19	2867332	2878503	protein_coding	9.30905062241955E-06	197	0.2355346728	-0.336775345	95.1403632932	0.4975	218.62819	9
FOSL1	11	65659606	65667997	protein_coding	0.2498146532	1	-0.1938101225	0.872145587	55.2193913659	0.1361	29.14509	0
SLC35F3	1	234349956	234460264	protein_coding	0.8454835873	1	-0.696997931	1.578838558	17.1620665251	0.06765	73.04224	0
CSRP2	12	77252494	77272820	protein_coding	0.0002231823	3	-0.4452310755	-0.094504161	42.875678226	0.006909	17.04974	0
MRPL2	6	43021766	43027283	protein_coding	0.0010316355	0	-0.3371721824	0.153381838	19.3087992451	0.2442	61.36506	0
PIP5K1C	19	3636598	3700490	protein_coding	0.9414574547	1	0.1048794596	-0.602508716	32.2304788865	0.02701	603.76401	0
RC3H1	1	173900221	173962210	protein_coding	0.0475577315	1	0.5238999734	1.452058253	45.5708893607	0.09785	258.69631	0
SEMA6D	15	48010685	48057677	protein_coding	0.998546818	1	-0.2594667665	2.475779549	14.2427459306	0.05567	1050.41264	0
TSPY4	Y	9195451	9218480	protein_coding	0.0475577315	7	-0.1086055735	-0.017506499	50.0117952347	0.1966	198.58178	0
MS4A12	11	60260250	60274901	protein_coding	3.41181821618987E-05	4	0.5503155045	-0.646759901	68.1292757726	1.625	7061.94176	2
TMED7-TICAM2	5	114914192	114961876	protein_coding	0.0168960277	0	-0.4224644949	-0.228361036	68.1292757726	0.1205	95.0899	0
TRIM39-RPP21	6	30297087	30314635	protein_coding	0.0475577315	0	-0.1086055735	-0.017506499	50.0117952347	0.04569	4065.79141	0
RGPD8	2	113125945	113191222	protein_coding	0.0475577315	6	-0.2316251432	-0.017506499	50.0117952347	0.2076	965.446	11
MUC12	7	100612903	100662230	protein_coding	0.0475577315	0	0.0231866546	-0.30249543	50.0117952347	0.5301	8273.45926	7
ACTR3C	7	149944300	150000069	protein_coding	0.0009597565	0	-0.4887282924	-0.84057346	78.9514036329	0.02236	1248.01469	0
STEAP1B	7	22478037	22539901	protein_coding	3.18975601311392E-05	1	0.747674374	-0.36121341	97.0570889361	0.1443	5709.49783	0
ZNF705G	8	7215497	7220490	protein_coding	3.16194510537112E-06	62	1.2407737955	-0.156127714	50.0117952347	0.5517	148.15733	0
OR1C1	1	247920763	247921708	protein_coding	0.2408596587	249	0.3048059533	-0.854791419	80.1014390186	0.2437	228.0725	8
RFESD	5	94982582	94992849	protein_coding	0.0001868873	0	-0.7334376279	-0.384000373	61.2762443973	0.3576	400.23941	0
STOML3	13	39540061	39564996	protein_coding	9.55812784578476E-08	2	0.8611945683	-0.700462322	78.5857513565	0.1492	147.8329	0
GPR137B	1	236305831	236372209	protein_coding	0.0001602699	2	-0.1086055735	0.832686279	26.5333805143	0.03969	44.24582	0
MED15	22	20862334	20941919	protein_coding	0.9956773706	0	-0.4367155704	-0.616966866	3.7803727294	0.08884	97.67863	0
ACAP1	17	7239847	7254793	protein_coding	0.1053216702	3	-0.2141854428	0.342780187	54.033970276	0.1033	504.0071	0
ARAP2	4	36067619	36245979	protein_coding	8.47480378789414E-11	2	-0.4526368434	0.258146616	40.1745694739	0.1888	579.69503	0
CLUH	17	2592679	2614927	protein_coding	0.9999682747	0	-0.8037187251	0.874707522	1.3328615239	0.1443	2171.23755	0
POFUT2	21	46683842	46707811	protein_coding	0.0069869988	0	-0.1596993224	-0.770000223	45.4883227176	0.06061	206.7967	0
RGL1	1	183774214	183897685	protein_coding	0.0475577315	6	-1.0716101903	1.126617522	8.47487615	0.06962	54.48539	0
SCHIP1	3	159557649	159615155	protein_coding	0.9449335717	1	-0.0188012903	2.950256419	46.4850200519	0.1443	1.10092	0
IQCJ-SCHIP1	3	158787040	159615155	protein_coding	0.8492895751	1	0.0463225932	3.577385586	58.5279547063	0.05982	82.52457	0
BRD7	16	50352928	50402845	protein_coding	0.8885735179	1	-0.1086055735	2.168480371	74.5812691673	0.1203	274.30815	0
NLRP2	19	55477710	55512510	protein_coding	2.47814880842063E-19	1	-0.1086055735	-0.54784324	92.9582448691	0.5527	1690.10482	5
TMEM184B	22	38615297	38668670	protein_coding	0.8432487519	1	-0.4208326696	-0.101713785	20.5355036565	0.01609	24.77878	0
C14orf178	14	78227172	78236085	protein_coding	0.0077569423	0	-0.6787463219	-0.293378227	78.9514036329	2.102	291.25393	2
LRRC16A	6	25279655	25620758	protein_coding	0.0475577315	1	0.4007065094	1.280953136	10.9518754423	0.1137	388.35252	0
PROZ	13	113812967	113826698	protein_coding	1.7001562402303E-09	4	-0.0170484346	-0.543232955	36.1700872847	0.3164	175.78502	0
GEMIN5	5	154266975	154317776	protein_coding	1.23079074306863E-10	0	-0.6930600448	-0.10732591	68.13517339	0.2348	680.51029	0
SMARCAD1	4	95174444	95212443	protein_coding	0.9999898175	0	-0.8423035093	2.24189188	70.5826845954	0.06703	3025.83606	0
CCDC88A	2	55514977	55647057	protein_coding	0.9999996643	1	0.6607104868	2.338978631	3.1906109932	0.06242	248.0021	0
FBXL19	16	30935895	30960104	protein_coding	0.9938755761	0	-0.1086055735	2.414025749	48.3486671385	0.02324	2594.94168	0
MBOAT7	19	54681991	54693733	protein_coding	0.0346473765	3	0.7653242467	-0.898426792	20.7006369427	0.04805	76.85541	0
MARCH1	4	164445449	164534776	protein_coding	0.1896986576	0	-0.0612278767	0.411934876	56.9238027837	0.02922	232.12956	0
APOBEC3H	22	39493228	39498610	protein_coding	0.5942509501	4	0.7217167289	-0.229369205	85.5272469922	1.097	3553.79975	6
TPBG	6	83073960	83077133	protein_coding	0.4071559239	7	-0.2319975284	0.739322982	38.9832507667	0.1476	83.44453	0
F3	1	94994731	95007413	protein_coding	0.1050386492	0	0.4725913661	0.338245949	89.0245340882	0.3811	115.77684	3
SLC25A25	9	130860760	130871537	protein_coding	0.9597558965	2	-0.6667726412	0.247884755	24.46331682	0.02783	56.75648	0
PGLYRP3	1	153270337	153283194	protein_coding	5.7135750810246E-05	1	0.6274154771	-1.022032873	92.9818353385	0.3777	5533.08243	2
CSMD3	8	113235158	114389382	protein_coding	0.9999999459	3	0.2012883627	2.592396187	0.3479594244	0.06124	4750.0149	0
PGLYRP2	19	15579456	15590315	protein_coding	5.58401202022826E-09	0	-0.5538625205	-0.417061342	95.2524180231	0.4405	1454.60989	0
SNAP47	1	227922696	227968932	protein_coding	0.0002061463	0	-0.1086055735	-0.850511321	86.7539514036	0.2107	3522.91312	0
SLC2A13	12	40148822	40499661	protein_coding	0.9286454648	3	-0.5531277498	0.704900825	17.0323189431	0.06959	187.0857	0
SIGLEC11	19	50452249	50464429	protein_coding	1.00970595253847E-08	4	-0.7339065006	-0.254437625	88.4760556735	0.444	1686.30736	7
SERINC5	5	79434549	79551901	protein_coding	0.0138030237	4	-0.1086055735	-0.389942664	38.8181174805	0.1509	323.28412	0
ZIM3	19	57645463	57656570	protein_coding	2.20431687433064E-11	203	1.0279420648	-0.174863964	94.9693323897	0.5133	3426.60671	2
ALPK2	18	56148481	56296189	protein_coding	8.98771412967564E-11	0	0.7647696184	0.347388309	99.7994810097	0.6203	17557.68576	0
PIK3IP1	22	31677578	31688520	protein_coding	0.22132171	0	-0.662907613	0.922070881	74.1802311866	0.2098	85.412	0
NACC1	19	13229101	13251961	protein_coding	0.9547121834	1	-0.1086055735	0.303389411	38.8181174805	0.01816	38.02344	0
STX1B	16	31000576	31021959	protein_coding	0.9220465436	7	-1.6104500864	0.456346112	41.2479358339	0	5.61252	0
IL17F	6	52101483	52109298	protein_coding	0.025755539	1	0.5109965799	0.577332699	72.2281198396	0.4657	537.66765	3
TTYH2	17	72244504	72258157	protein_coding	0.5996672687	2	0.7359282463	-0.696741582	88.0927105449	0.123	4174.85594	0
TNFRSF13C	22	42321035	42322821	protein_coding	0.6278153808	0	-0.0639811555	-0.457967622	50.0117952347	0.3291	215.61207	3
FAM46B	1	27331510	27339333	protein_coding	0.0425711407	3	-0.3457956457	0.674162269	23.4253361642	0.09806	1686.27108	1
TSR2	X	54466852	54471731	protein_coding	0.7374800037	0	-0.3570838297	0.508262957	54.6296296296	0.3082	8.91746	1
NALCN	13	101706129	102068813	protein_coding	0.0025356623	0	0.5570697915	0.102988745	2.9841943855	0.01574	137.54866	0
TSGA13	7	130353485	130371406	protein_coding	3.32042529151549E-08	0	0.107666824	0.333521835	18.4418494928	0.6859	54.5782	3
KLHL29	2	23608297	23931483	protein_coding	0.0475577315	0	-0.3998319876	1.671876527	20.5355036565	0.01443	164.66985	0
TIFA	4	113196781	113207059	protein_coding	0.105244008	0	-0.1735668153	-0.575436543	51.4036329323	0.3907	111.46032	0
SCGB3A1	5	180017104	180018487	protein_coding	0.4531951126	1	-0.1086055735	-0.515732522	56.2514744043	0.5887	15.03985	3
ZNF300	5	150273953	150284545	protein_coding	0.0034475566	187	-0.1977851428	-0.113651536	22.5053078556	0.188	504.37949	5
RFT1	3	53122500	53164470	protein_coding	0.0002630006	0	0.2773845166	-0.54314095	60.5685303138	0.3062	604.63702	0
MARVELD3	16	71660055	71670108	protein_coding	0.0002059457	0	0.0575293234	-0.24233317	58.9584807738	0.3407	3563.83766	0
ANKRD40	17	48770550	48785270	protein_coding	0.2458144848	0	-0.5504298479	1.279545796	46.4850200519	0.1312	487.52925	0
CREB3L1	11	46299188	46342972	protein_coding	0.7056818031	1	-0.1086055735	1.285466562	71.4968152866	0.05994	613.68462	0
ADCK2	7	140372952	140394908	protein_coding	9.97766607160729E-05	0	-0.1086055735	-0.883147411	85.2618542109	0.248	4261.73957	0
ZNF486	19	20278022	20311299	protein_coding	1.13311105271738E-07	1	1.7057282231	-0.026127442	75.5838641189	0.4755	233.00108	9
CCDC97	19	41816093	41830788	protein_coding	1.56481488130361E-08	0	-0.1713060865	-0.785955312	10.3680113234	0.08607	38.90288	0
GNG7	19	2511217	2702746	protein_coding	0.474231346	9	0.3351409236	-0.735305938	59.4302901628	0.00784	3.26659	0
EMILIN3	20	39988605	39995498	protein_coding	0.0048876729	1	0.5609567201	0.058994293	18.2590233546	0.174	2353.45664	0
MMAB	12	109991520	110011358	protein_coding	0.0166545121	1	2.918192677	-0.54304341	73.4135409295	0.2065	2188.29828	0
WDR34	9	131395939	131419129	protein_coding	0.0001349052	0	-0.0444387165	-0.874218974	15.9117716443	0.1355	77.35427	0
OBSCN	1	228395830	228548951	protein_coding	1.54073903544608E-66	0	0.6654056399	0.45756384	50.0117952347	0.1443	33482.92348	0
DOC2A	16	30016834	30022401	protein_coding	0.0652755974	8	-0.1086055735	1.369769345	19.7275300778	0.05667	1428.98715	0
DOC2B	17	6010	31421	protein_coding	0.3890603864	1	-0.1086055735	-0.017506499	50.0117952347	0.04035	58.48664	0
PIANP	12	6802956	6809596	protein_coding	0.8623119566	1	-0.1086055735	1.051036636	59.7605567351	0.1443	21.24177	0
KIF1A	2	241653180	241737229	protein_coding	0.9999885023	1	0.0661919583	-0.478458298	0.2653927813	0.01826	117.91317	0
SPIB	19	50922194	50934309	protein_coding	0.8824763875	2	1.4742071882	-0.121211249	35.7454588346	0.1135	365.33713	1
HLA-DRB1	6	32546546	32557613	protein_coding	0.0475577315	49	10.1543965589	-0.616497344	99.186128804	0.4761	6731.06694	6
LRCH2	X	114345182	114468635	protein_coding	0.9707563594	1	-1.1226691813	2.251384	53.1906109932	0.118	42.20239	0
ZNF689	16	30613878	30621149	protein_coding	0.6355352991	184	-1.684297449	0.483093578	16.3599905638	0.04734	15.07874	4
IKZF5	10	124750321	124768203	protein_coding	0.3643528058	3	0.0342483012	1.385926749	32.6197216325	0.04874	27.45935	0
GRTP1	13	113979157	114018463	protein_coding	0.0001637182	0	-0.1086055735	-0.757730964	63.4878509082	0.07796	1686.15264	0
GP1BB	22	19711065	19712297	protein_coding	0.1026212525	1	-1.0836144311	-0.767709066	50.0117952347	0.07664	33.41099	5
CYBB	X	37639269	37672714	protein_coding	0.995947319	5	-1.230267805	0.460511478	74.1802311866	0.1842	37.74145	0
TMEM133	11	100862810	100864666	protein_coding	0.1467601325	0	1.1796041824	0.273970284	59.7605567351	1.094	196.60872	2
PMS2	7	6012869	6048737	protein_coding	1.23682532061241E-11	0	0.1284391509	-0.633348373	95.2878037273	0.2927	788.03656	0
IL4	5	132009677	132018370	protein_coding	0.147028636	0	-0.0041952275	3.35410025	33.9702760085	0.667	6.99458	3
DGKZ	11	46383144	46402104	protein_coding	0.9984865839	1	-0.4387010298	0.743538588	70.6947393253	0.0479	3430.85138	0
SLC27A2	15	50474392	50528589	protein_coding	8.31497699698629E-05	7	0.3397736901	-0.12344426	22.6468506723	0.2759	85.71225	0
GCM1	6	52991759	53013624	protein_coding	0.9834201493	0	0.2207847847	-0.184729811	46.9155461194	0.2626	45.12276	1
HAT1	2	172778934	172848600	protein_coding	0.9411870926	0	-0.6306137149	1.751108497	63.1988676575	0.06423	200.4494	0
IFITM1	11	313990	315272	protein_coding	0.212205927	0	-0.3008404834	-1.479692393	28.6329322954	0.1578	3.82348	3
IQGAP1	15	90931472	91045475	protein_coding	0.9999986886	2	-0.5009617603	-0.084200756	5.5378627035	0.04178	137.51113	0
PHOSPHO1	17	47300731	47308128	protein_coding	0.6186981093	1	-0.6246529375	0.76997497	50.0117952347	0.02688	66.98513	0
DCAF12L1	X	125683365	125686842	protein_coding	0.7825972381	2	-0.8816957516	-0.383907394	30.3727294173	0.1966	5.336	0
LCN8	9	139648839	139652731	protein_coding	0.0356621069	0	-0.383376294	-0.788347905	75.2948808681	0.284	1010.88949	6
BPIFA3	20	31805115	31815612	protein_coding	0.0002756433	0	-0.3462913507	0.600463534	90.6227883935	0.1443	451.2978	0
SIRPD	20	1514896	1538343	protein_coding	0.0005127849	0	0.4921822463	-0.400269043	58.7402689314	1.082	44.24105	4
ZNF831	20	57766074	57834167	protein_coding	8.6207604755609E-08	0	1.1051781665	-0.341159739	94.1082802548	0.6276	431.43682	0
C20orf85	20	56725982	56736183	protein_coding	0.000010141	0	-0.1403354379	-1.211318268	83.1387119604	0.1054	524.33074	2
SPINT4	20	44350987	44354335	protein_coding	0.083970959	0	1.0723191219	0.742043144	78.1611229063	0.7845	9.60913	5
DNAAF1	16	84178864	84211524	protein_coding	7.9991759874526E-05	0	-0.1086055735	-0.432265123	98.9738145789	0.1443	2743.80748	0
TRIML1	4	189060597	189068649	protein_coding	5.28471811596892E-09	63	0.2071098465	-0.097149135	73.6140599198	0.1687	2068.55362	4
SAPCD2	9	139956578	139965028	protein_coding	0.0035994248	0	-0.4069301848	-0.666622379	50.0117952347	0.1443	4196.50284	0
FERMT3	11	63974151	63991363	protein_coding	0.1449021174	2	-0.3089376303	-0.179356542	39.2427459306	0.02801	133.43862	0
ZFYVE1	14	73436152	73453664	protein_coding	0.9154703059	0	0.1850971984	0.892075415	5.8327435716	0.04416	270.27144	0
GMCL1	2	70056817	70106727	protein_coding	0.0001344966	1	-0.9093874607	0.926002587	24.1920264213	0.114	77.54664	0
LCE5A	1	152483319	152484653	protein_coding	0.0698267189	0	0.4602962957	-0.35397274	88.9596602972	0.3788	55.8248	5
LCE3E	1	152538174	152539229	protein_coding	0.1965859874	1	0.0950943047	-1.135927851	39.6791696155	0.2547	44.60336	4
CDK20	9	90581358	90589695	protein_coding	4.66196722925158E-09	16	-0.8754956137	-0.863416371	19.7983014862	0.1146	58.03541	0
LCE2D	1	152635886	152637135	protein_coding	0.4935966822	1	-0.2941680603	-1.091400927	86.954470394	0.2582	46.70069	7
LCE2C	1	152647790	152649049	protein_coding	0.4900621924	0	0.1201517295	-0.989435275	51.4036329323	0.2684	146.92821	4
LCE2A	1	152670839	152671918	protein_coding	0.0057682964	0	0.3226123224	-1.074844841	78.284972871	0.4124	466.9305	3
CPNE5	6	36708554	36725186	protein_coding	0.1556288224	7	-0.1086055735	-0.028990927	8.3687190375	0.01146	56.11112	3
PAQR7	1	26187974	26197744	protein_coding	0.1983309325	3	0.7426614139	0.167695442	42.0559094126	0.1286	501.62525	0
LCE1E	1	152758752	152760901	protein_coding	0.003424255	0	1.7528475839	-0.809867671	93.3179995282	0.216	1775.75049	3
LCE1D	1	152769226	152770657	protein_coding	0.0034577291	0	-0.1891964178	-0.447057825	96.7740033027	0.2706	836.5874	4
LCE1C	1	152777310	152779107	protein_coding	0.026752274	0	0.5194330831	-1.251367312	79.0398678934	0.1337	2222.87795	6
RANBP6	9	6011018	6015640	protein_coding	0.1167524047	2	0.3029177247	0.942096848	8.539749941	0.04795	97.1035	5
MRPL52	14	23299091	23304246	protein_coding	0.0032310734	0	-0.004143706	-0.00726749	81.8884170795	0.6895	17.44704	3
CCDC50	3	191046873	191116459	protein_coding	0.0001310236	0	0.1072928742	0.496196525	93.5833923095	0.4227	267.95986	0
GNRH2	20	3024267	3026391	protein_coding	0.000169101	0	0.4751209584	-0.451647565	68.9844302902	0.7952	1967.33811	4
RILPL1	12	123955908	124018265	protein_coding	0.1900429128	1	-0.38898278	-0.210128839	55.2193913659	0.03453	55.40101	0
BTN3A2	6	26368405	26378548	protein_coding	0.0475577315	0	2.2079140128	-0.315286714	87.491153574	0.6441	1740.69093	0
PDE1C	7	31829206	32110474	protein_coding	0.0028636573	1	0.4276541963	-0.18313295	57.5194621373	0.1055	247.32468	0
SEPT1	16	30389453	30394171	protein_coding	0.0018293905	9	-0.1086055735	-0.929470152	63.1988676575	0.05023	141.44381	2
SPATS2L	2	201173672	201346986	protein_coding	0.955756706	0	0.539346336	1.687005061	65.9648502005	0.1504	1810.92534	0
LRRC29	16	67241041	67260721	protein_coding	0.005859033	0	-0.5695429355	0.978543943	76.9580089644	0.3112	785.81577	0
